contract_id,language,template_family,agreement_type,document_title,canonical_path,canonical_sha256,actual_pages,pdf_path,pdf_sha256,used_by_scenario_ids,scenario_roles
CTR-KO-0005,KO,T1,DIRECT_LICENSE,『마지막 무대』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0005.md,ce39890d0310fa04184fbfc066f3c4668457c16ff82278628aba86c3ed116c24,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0005.pdf,f517324f46369817d6ecfd7b355a7353bde7a8bae212a019d8bca62744c104b5,"['KO-N05', 'EN-B03', 'EN-C06', 'RB-EN02']","['EXISTING', 'TARGET']"
CTR-KO-0006,KO,T6,DIRECT_LICENSE,『겨울의 신호 OST 마스터』 영상 콘텐츠 및 OST 이용허락 계약서,documents/canonical/KO/T6/CTR-KO-0006.md,ca05c55bc55c6a20fa20ce024a2de9502299fb2a7b81afb2aa72b673e513d9b7,8,documents/pdf/KO/T6/DIRECT_LICENSE/CTR-KO-0006.pdf,74a9e65aac4ae50ed3e9ba6c7dcc3f2050a989c6731ff9e9ce906bea9fa9f396,"['KO-N06', 'JP-C08']","['EXISTING', 'TARGET']"
CTR-KO-0007,KO,T1,DIRECT_LICENSE,『겨울의 신호』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0007.md,fc2c3c809359db59b77d3d70ff09a875c8643d820ddaf05a233399dbedca7f3d,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0007.pdf,8016c68e6e01f5093337e7e668117925e7163ca3551e20c76c08e6508a189ff6,['KO-B01'],['TARGET']
CTR-KO-0008,KO,T1,DIRECT_LICENSE,『겨울의 신호』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0008.md,a9cf882da5d5f9b660e36b93f0cdff1ef7cab2be93d016a84c40bfe46d432504,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0008.pdf,6a61bdf95c168ea44bedbbfa1faf75bf18909ed3c972428e301082892e53a031,['KO-B02'],['TARGET']
CTR-KO-0009,KO,T3,DIRECT_LICENSE,『겨울의 신호』 콘텐츠 단일 이용권 라이선스 계약서,documents/canonical/KO/T3/CTR-KO-0009.md,ecc02cd56ec3b49cff4ca6a9355fdb2819b5ca66057e7ef0fdecc3b31c10a370,4,documents/pdf/KO/T3/DIRECT_LICENSE/CTR-KO-0009.pdf,ba9b8c799d0f309be868e96991bbbb3d30a0547abdb1a8dbb58754199b0518cc,['KO-C01'],['TARGET']
CTR-KO-0010,KO,T3,DIRECT_LICENSE,『겨울의 신호』 콘텐츠 단일 이용권 라이선스 계약서,documents/canonical/KO/T3/CTR-KO-0010.md,4531a4a4fec39bcc42aee711eaf1eb0a928f3c2a6116832977e747c461cd0aec,4,documents/pdf/KO/T3/DIRECT_LICENSE/CTR-KO-0010.pdf,d27dc25441df4990b2947bfef65115f8aa5ec5becdab7610f62a83704b9248e5,['KO-C04'],['TARGET']
CTR-KO-0011,KO,T1,DIRECT_LICENSE,『마지막 궤도』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0011.md,e7b0c1880a7a3d055dfd9f27f7ccf2b74a50570b436a3fdbbaa05b0a218da85e,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0011.pdf,d59b4f4ec42062d8025e3134d8fa87290240342c0c6fa12e4b38fe7c451859d2,['KO-C02'],['TARGET']
CTR-KO-0012,KO,T1,DIRECT_LICENSE,『마지막 궤도』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0012.md,a72ee48a87ca3c05b7b82959c4580c595b983de5963b7dbaaa6398b9a8a0c9ea,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0012.pdf,b2a482ca6335d7725218f91e66af011cb0499a4c88d652d30c7bc8b3c2d8a28c,['KO-C05'],['TARGET']
CTR-KO-0013,KO,T1,DIRECT_LICENSE,『겨울의 신호』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0013.md,b92cac81f4f7adbb50f8729bfb7854451daa9de57a4787270477a41a207c0dc4,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0013.pdf,8a7367a5f7e3ee4c8ab3b5c8490b777b4ef8a7eb111171c5bf3ee9020c1c4e5b,['KO-C06'],['TARGET']
CTR-KO-0014,KO,T4,DIRECT_LICENSE,『푸른 항구』 영상 콘텐츠 복수 이용권 라이선스 및 배급 계약서,documents/canonical/KO/T4/CTR-KO-0014.md,777db23853c9439a82b0445910cd69291d2d5428341fda6520cfaeb59b37a2df,7,documents/pdf/KO/T4/DIRECT_LICENSE/CTR-KO-0014.pdf,b57181c3daf0d95a4a50fdd03e029799652753e645001b672815bb8370f99a59,['KO-C03'],['TARGET']
CTR-KO-0015,KO,T5,SUBLICENSE,『밤을 건너는 도시』 콘텐츠 배급 및 재이용허락 기본계약서,documents/canonical/KO/T5/CTR-KO-0015.md,d970400cc7611498dfbd977cf2a96f0e6084b9500850effb7e01355b1e6151ee,8,documents/pdf/KO/T5/SUBLICENSE/CTR-KO-0015.pdf,881b4fb90a4d7382fe3c05acd9ef03d0608a5f713b7e6c9cf0bec96ffdab4bfc,['KO-C07'],['TARGET']
CTR-KO-0016,KO,T5,SUBLICENSE,『겨울의 신호』 콘텐츠 배급 및 재이용허락 기본계약서,documents/canonical/KO/T5/CTR-KO-0016.md,13a041a7a10c057345a2288dd3414c0f1ffa04898a4f481b257deaa93f230aa1,8,documents/pdf/KO/T5/SUBLICENSE/CTR-KO-0016.pdf,a47ddc3744573e06f7839a94b64e59df2f66b6a9673eeadadb88653fd987a847,['KO-C08'],['TARGET']
CTR-KO-0017,KO,T4,DIRECT_LICENSE,『푸른 항구』 영상 콘텐츠 복수 이용권 라이선스 및 배급 계약서,documents/canonical/KO/T4/CTR-KO-0017.md,182aa437f40715f91e8ec61ca23579945d61b2fe973226c12615bb19eacaad80,7,documents/pdf/KO/T4/DIRECT_LICENSE/CTR-KO-0017.pdf,0667f7ca3eda5b3ad7150516e0d3391b473805acd6383902086d782fbbd2ad29,['KO-C09'],['TARGET']
CTR-KO-0018,KO,T5,DIRECT_LICENSE,『겨울의 신호』 콘텐츠 배급 기본계약서,documents/canonical/KO/T5/CTR-KO-0018.md,231e9f0e9fde91d04d4df262822ef0d4f0fb722476f20601d494978646b9d330,7,documents/pdf/KO/T5/DIRECT_LICENSE/CTR-KO-0018.pdf,d1b0f591549c19124313d8e58ae830612cffd0839980af95b429c108003395c4,['KO-R01'],['TARGET']
CTR-KO-0019,KO,T1,DIRECT_LICENSE,저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-0019.md,616e2894c92283300a2216fa2566d92162d0f42c4dfbe7afb6ed071441ec24ac,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-0019.pdf,d3dcfda82f4890a177bbb81e721f9b1c79257e33b52df0e7060ba4081d68620a,['KO-R02'],['TARGET']
CTR-KO-0020,KO,T4,DIRECT_LICENSE,『푸른 항구』 영상 콘텐츠 복수 이용권 라이선스 및 배급 계약서,documents/canonical/KO/T4/CTR-KO-0020.md,b516bc9b7e57994ae8f6ba4d9b9e85bae71c1611b57a7d70fe2cc14795bf62fc,6,documents/pdf/KO/T4/DIRECT_LICENSE/CTR-KO-0020.pdf,bf2856aad1976b696f451d0a1bcfa7cef551c12346d11cafddad8e0fa9e676ed,['KO-W01'],['TARGET']
CTR-KO-0021,KO,T5,DIRECT_LICENSE,『겨울의 신호』 콘텐츠 배급 기본계약서,documents/canonical/KO/T5/CTR-KO-0021.md,f8347e07c97b067c1549e81edb9e8438e8aa0aa7dce643997452134b8e1560bb,7,documents/pdf/KO/T5/DIRECT_LICENSE/CTR-KO-0021.pdf,10ea313ebb91468fb83344089fa29ce53ef23e84dc2cd95439f844932f85a704,['RB-KO01'],['TARGET']
CTR-KO-0022,KO,T5,DIRECT_LICENSE,『마지막 궤도』 콘텐츠 배급 기본계약서,documents/canonical/KO/T5/CTR-KO-0022.md,5f19c98efa2bd590591a5f3be86e98971a3368cbcba9a436c8787ae86916a140,10,documents/pdf/KO/T5/DIRECT_LICENSE/CTR-KO-0022.pdf,cb59be537c8f0ac981f7e1c255cadf8b2a8fd39248fca4d63286943be2a59609,['RB-KO02'],['TARGET']
CTR-KO-0023,KO,T5,DIRECT_LICENSE,『푸른 항구』 콘텐츠 배급 기본계약서,documents/canonical/KO/T5/CTR-KO-0023.md,7cbb8ed4f8de6af75edb9b684b7af1a808fdd6ebef1ae31a299c6f5988b47871,10,documents/pdf/KO/T5/DIRECT_LICENSE/CTR-KO-0023.pdf,2982c716a6d79611153f13c6a55e90a06c9dc3d171342425e4ac18565f8b760c,['RB-KO03'],['TARGET']
CTR-KO-0024,KO,T5,DIRECT_LICENSE,『마지막 궤도』 콘텐츠 배급 기본계약서,documents/canonical/KO/T5/CTR-KO-0024.md,b19e2b60d59f41ea69d9007977c833698bb5035f0dfffcdc297c5249fce3a47d,9,documents/pdf/KO/T5/DIRECT_LICENSE/CTR-KO-0024.pdf,d2e59a5e0f54a1800b9a611847c203bae0282763c8d4b01e8f9c600ccbc29464,['RB-KO04'],['TARGET']
CTR-KO-9001,KO,T1,DIRECT_LICENSE,『밤을 건너는 도시』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-9001.md,63186556eb7785c17f596252b04a92a2f44a050ed3ab362b393e2f61c1021489,3,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-9001.pdf,26872b84ed54303fb399eb1dddcedfe6228428ec48fce6b7d16b4b3d50db9b71,['KO-C07'],['UPSTREAM']
CTR-KO-9002,KO,T1,DIRECT_LICENSE,『밤을 건너는 도시』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-9002.md,53ac6638f3e3c343e11d7498be7dd4680a7470486e64abe913d3c904fb46223a,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-9002.pdf,aaa570db6859c9c3605014f5a8d3913c2e277241da442bd8386c429bb245d903,['KO-C07'],['EXISTING']
CTR-KO-9003,KO,T1,DIRECT_LICENSE,『겨울의 신호』 저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-9003.md,c10e7c82a2613fb97ade823dc9b2ab453da886ac7a030038219327247bde6132,3,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-9003.pdf,b3ad16f1d48adea5bff936ddcb7e82b507c15b1bef2dd0b981953691a6eb7f6e,['KO-C08'],['UPSTREAM']
CTR-KO-9004,KO,T1,DIRECT_LICENSE,저작재산권 이용허락 계약서,documents/canonical/KO/T1/CTR-KO-9004.md,152732f1a78edf2bb91df0d4a92c7485bf1a872f1d022609955eb3495e04d675,4,documents/pdf/KO/T1/DIRECT_LICENSE/CTR-KO-9004.pdf,62ffd53fd5637065374c90542180c9f2c9e86f12761bf5547ce83899569f6f07,['KO-R02'],['EXISTING']
CTR-KO-9005,KO,T4,DIRECT_LICENSE,『푸른 항구』 영상 콘텐츠 복수 이용권 라이선스 및 배급 계약서,documents/canonical/KO/T4/CTR-KO-9005.md,2b11906327d051a8e439fda37ffb4446b4743a26fe074b826e5600fee0692227,5,documents/pdf/KO/T4/DIRECT_LICENSE/CTR-KO-9005.pdf,f770777bf72f559b571fc31e7ef6511812ebffc36184a56281b20b5b0b231a49,['KO-W01'],['EXISTING']
